MaterialID,MaterialName,StrengthRating,WeightCapacity_KG,BiodegradabilityScore,BiodegradationTime_Months,CO2_Emissions_KG_Per_Ton,RecyclabilityPercentage,CostPerKG_USD,Durability_Months,ChemicalResistance,MoistureBarrier,OxygenBarrier,SupplierAvailability,CompatibleProducts,ScaleRating,InnovationLevel,RegulationCompliance,co2_impact_index,cost_efficiency_index,sustainability_score,protection_score,business_score,eco_fit_score,MaterialType_Algae-Based,MaterialType_Bio-Coated Paper,MaterialType_Bioplastic,MaterialType_Bioplastic Composite,MaterialType_Coated Paper,MaterialType_Glass,MaterialType_Metal,MaterialType_Mycelium-Based,MaterialType_Nano-Material,MaterialType_Natural Cork,MaterialType_Natural Fiber,MaterialType_Paper,MaterialType_Paper Pulp,MaterialType_Paper Structure,MaterialType_Paper/Cardboard,MaterialType_Paper/Cardboard Composite,MaterialType_Paper/Metal Laminate,MaterialType_Plant-Based,MaterialType_Plant-Based Composite,MaterialType_Plant-Fiber,MaterialType_Plastic,MaterialType_Protein-Based,MaterialType_Recycled Fiber Composite,MaterialType_Seaweed-Based,MaterialType_Smart Packaging Film,MaterialType_Starch-Based,MaterialType_Water-Soluble Polymer,CompostableStatus_Home/Industrial,CompostableStatus_Industrial,CompostableStatus_No
1.0,Recycled Cardboard (rCardboard),0.75,0.4142259414225941,0.9042553191489361,0.0022921441967076474,0.13924050632911392,0.8673469387755102,0.017699115044247794,0.1864406779661017,0.6666666666666665,0.7777777777777777,0.6666666666666665,High,"General, Electronics, Food, Cosmetics",1.0,0.125,"EU, FDA",0.8607594936708861,0.9823008849557522,0.9872427793669833,0.7222222222222222,0.7066666666666664,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2.0,Biodegradable PLA (Polylactic Acid),0.5,0.12133891213389121,0.9893617021276596,0.004792665138570535,0.4303797468354431,0.1530612244897959,0.1504424778761062,0.08474576271186442,0.4444444444444445,0.5555555555555556,0.6666666666666665,Medium,"Food, Beverages, Cosmetics",0.6666666666666665,0.75,"EU, FDA, BPI",0.5696202531645569,0.8495575221238939,0.5036679892959304,0.5333333333333333,1.0,0.7072647591251486,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,PHA (Polyhydroxyalkanoates),0.625,0.1631799163179916,0.9999999999999999,0.0031256511773286103,0.20253164556962025,0.25510204081632654,0.25663716814159293,0.13559322033898305,0.5555555555555556,0.6666666666666665,0.7777777777777777,Low,"Food, Beverages, Medical",0.3333333333333333,0.875,"EU, FDA, BPI",0.7974683544303798,0.7433628318584071,0.6902048537418104,0.65,0.6566666666666666,0.7506358805279283,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,Recycled PET (rPET),0.75,0.20502092050209203,0.1595744680851064,0.8332986038758075,0.17063291139240508,0.7142857142857142,0.10619469026548672,0.288135593220339,0.7777777777777777,0.8888888888888888,0.7777777777777777,High,"Beverages, Food, General",0.8888888888888888,0.25,"EU, FDA",0.829367088607595,0.8938053097345133,0.3777798283657839,0.788888888888889,0.8066666666666664,0.6959238485706586,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5.0,Bamboo Fiber Composite,0.75,0.28870292887029286,0.9574468085106383,0.004792665138570535,0.49367088607594944,0.4591836734693877,0.3097345132743363,0.15254237288135591,0.6666666666666665,0.5555555555555556,0.4444444444444445,Low,"Food, Cosmetics, Dry Goods",0.4444444444444445,0.625,EU,0.5063291139240507,0.6902654867256637,0.6112162037464242,0.6333333333333333,0.47666666666666624,0.6392283468632637,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
6.0,Mushroom Leather,0.375,0.06276150627615062,0.9999999999999999,0.0022921441967076474,0.8481012658227849,0.0510204081632653,0.5575221238938053,0.05084745762711865,0.3333333333333333,0.2222222222222222,0.1111111111111111,Very Low,"Cosmetics, Electronics, Luxury",0.1111111111111111,1.0,Emerging,0.15189873417721522,0.4424778761061947,0.22789978776414138,0.2833333333333334,0.3766666666666667,0.20577564599859263,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7.0,Seaweed-Based Plastic,0.375,0.09623430962343095,0.9893617021276596,0.0031256511773286103,0.6708860759493671,0.1020408163265306,0.43362831858407075,0.06779661016949153,0.3333333333333333,0.3333333333333333,0.2222222222222222,Very Low,"Food, Cosmetics, Beverages",0.2222222222222222,0.875,Emerging,0.3291139240506329,0.5663716814159292,0.34483713204761457,0.3277777777777778,0.39333333333333337,0.31421697725103936,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
8.0,Palm Leaf Disposable,0.25,0.03765690376569038,0.9893617021276596,0.0022921441967076474,0.2658227848101266,0.08163265306122448,0.2743362831858407,0.03389830508474577,0.2222222222222222,0.1111111111111111,0.1111111111111111,Medium,"Food, Catering, Events",0.5555555555555556,0.5,"EU, FDA",0.7341772151898736,0.7256637168141593,0.5553658761649901,0.18888888888888894,0.3599999999999998,0.38830357846430025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
9.0,Starch-Based Peanuts (Loose-fill),0.0,0.0,0.9999999999999999,0.0,0.07594936708860761,0.0,0.0,0.0,0.0,0.0,0.0,Medium,"Electronics, Fragile Items",0.7777777777777777,0.625,"EU, FDA",0.9240506329113924,1.0,0.6227276921657284,0.0,0.9166666666666669,0.5442423058772979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10.0,Nano-Cellulose Film,0.875,0.14644351464435143,0.9574468085106383,0.006459679099812461,0.708860759493671,0.2040816326530612,0.504424778761062,0.1016949152542373,0.7777777777777777,0.6666666666666665,0.7777777777777777,Very Low,"Food, Pharmaceuticals, High-value",0.1111111111111111,1.0,"EU, Research",0.2911392405063291,0.49557522123893805,0.3568792101134999,0.7944444444444446,0.4266666666666665,0.5207202417637413,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11.0,Plant Protein Film,0.5,0.0794979079497908,0.9893617021276596,0.0014586372160866848,0.7721518987341773,0.12244897959183673,0.4601769911504425,0.03389830508474577,0.2222222222222222,0.1111111111111111,0.1111111111111111,Very Low,"Food, Cosmetics, Pharmaceuticals",0.0,1.0,"EU, Research",0.2278481012658228,0.5398230088495575,0.30040601642520975,0.2888888888888889,0.16333333333333347,0.2025394725658676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12.0,Algae-Based Plastic,0.375,0.09623430962343095,0.9787234042553191,0.003959158157949573,0.569620253164557,0.1530612244897959,0.36283185840707965,0.05932203389830509,0.3333333333333333,0.2222222222222222,0.2222222222222222,Low,"Food, Beverages, General",0.2222222222222222,0.75,Emerging,0.430379746835443,0.6371681415929205,0.420250069207345,0.3055555555555556,0.18833333333333335,0.2993133223352122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
13.0,FSC-Certified Paperboard,0.75,0.3723849372384937,0.851063829787234,0.0031256511773286103,0.13164556962025317,0.8979591836734693,0.05309734513274337,0.15254237288135591,0.6666666666666665,0.6666666666666665,0.5555555555555556,High,"General, Electronics, Food",0.8888888888888888,0.25,"EU, FDA",0.8683544303797469,0.9469026548672567,0.9713481590846174,0.6777777777777779,0.673333333333333,0.9572451384931989,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14.0,Hemp Fiber Composite,0.875,0.3305439330543933,0.925531914893617,0.003959158157949573,0.44303797468354433,0.3571428571428571,0.24778761061946902,0.1694915254237288,0.7777777777777777,0.4444444444444445,0.3333333333333333,Low,"General, Food, High-strength",0.3333333333333333,0.625,EU,0.5569620253164558,0.752212389380531,0.5623558180308202,0.6611111111111112,0.29666666666666663,0.5805736449655258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
15.0,Corrugated Cardboard (Virgin),0.875,0.45606694560669453,0.7446808510638298,0.009793707022296311,0.09645569620253164,0.8979591836734693,0.0,0.288135593220339,0.7777777777777777,0.7777777777777777,0.6666666666666665,High,"General, Heavy, Industrial",1.0,0.0,"EU, FDA",0.9035443037974683,1.0,0.9176893974347143,0.7944444444444444,0.6100000000000002,0.9660821601843295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16.0,Recycled Paper Pulp,0.5,0.24686192468619245,0.8829787234042553,0.003959158157949573,0.1468354430379747,0.836734693877551,0.026548672566371688,0.13559322033898305,0.5555555555555556,0.5555555555555556,0.4444444444444445,High,"General, Food, Printed Materials",0.7777777777777777,0.125,"EU, FDA",0.8531645569620253,0.9734513274336283,0.9521085171172832,0.5111111111111112,0.26333333333333353,0.7612710606376376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17.0,Sugarcane Bagasse (Bagasse),0.375,0.0794979079497908,0.9680851063829786,0.0031256511773286103,0.24050632911392408,0.2040816326530612,0.08849557522123894,0.05084745762711865,0.3333333333333333,0.2222222222222222,0.1111111111111111,Medium,"Food, Catering, Disposables",0.5555555555555556,0.375,"EU, FDA",0.759493670886076,0.911504424778761,0.6202362277383038,0.2833333333333334,0.1799999999999999,0.44102277703090176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
18.0,Cotton/Jute Natural Fiber,0.625,0.06276150627615062,0.9999999999999999,0.004792665138570535,0.518987341772152,0.3061224489795918,0.1946902654867257,0.06779661016949153,0.4444444444444445,0.3333333333333333,0.2222222222222222,Medium,"Clothing, Reusable, Fashion",0.4444444444444445,0.375,EU,0.4810126582278481,0.8053097345132745,0.5445233920826794,0.45,0.0,0.4025481218371262,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,Recycled Glass,1.0,0.8326359832635983,0.0,0.8332986038758075,0.01265822784810127,0.9693877551020408,0.1504424778761062,0.4915254237288135,1.0,0.8888888888888888,1.0,Medium,"Beverages, Spirits, Specialty",0.6666666666666665,0.0,"EU, FDA",0.9873417721518988,0.8495575221238939,0.49148749653963253,0.9777777777777779,0.21999999999999978,0.6678830861610681,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20.0,Recycled Aluminum Foil,1.0,0.6652719665271967,0.10638297872340427,0.8332986038758075,0.0,0.9999999999999999,0.7345132743362832,0.5932203389830509,1.0,1.0,1.0,High,"Specialty, High-value, Long-term",0.7777777777777777,0.0,"EU, FDA",1.0,0.2654867256637168,0.5877087754913718,1.0,0.5166666666666667,0.7337813707590926,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21.0,Cork-based Composite,0.5,0.09623430962343095,0.9042553191489361,0.009793707022296311,0.6202531645569621,0.6122448979591836,0.34513274336283184,0.13559322033898305,0.5555555555555556,0.6666666666666665,0.5555555555555556,Low,"Wine, Specialty, Decorative",0.3333333333333333,0.5,EU,0.379746835443038,0.6548672566371683,0.5875703608009594,0.5555555555555556,0.06666666666666671,0.47000959411338794,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
22.0,Mycelium (Mushroom) Packaging,0.25,0.046025104602510455,0.9999999999999999,0.000625130235465722,1.0,0.0510204081632653,0.7876106194690266,0.01694915254237288,0.1111111111111111,0.1111111111111111,0.0,Very Low,"Electronics, Luxury, Cosmetics",0.0,1.0,Emerging,0.0,0.21238938053097348,0.1448509735166559,0.14444444444444446,0.1466666666666668,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,Bio-polyester (Recycled),0.625,0.17991631799163177,0.5851063829787234,0.014794748906022087,0.31645569620253167,0.5612244897959183,0.13274336283185845,0.1864406779661017,0.5555555555555556,0.6666666666666665,0.6666666666666665,Low,"Food, Beverages, Fashion",0.4444444444444445,0.5,"EU, FDA",0.6835443037974683,0.8672566371681416,0.5076358770877547,0.6277777777777778,0.3133333333333333,0.5561911531782303,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
24.0,Rice Husk Fiber,0.5,0.11297071129707112,0.9787234042553191,0.0031256511773286103,0.20253164556962025,0.25510204081632654,0.0761061946902655,0.08474576271186442,0.4444444444444445,0.3333333333333333,0.2222222222222222,Medium,"Food, Catering, Agriculture",0.5555555555555556,0.75,EU,0.7974683544303798,0.9238938053097345,0.6756251730183628,0.4,0.8033333333333331,0.7028075657978913,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,Cocoa Pod Husk Composite,0.5,0.09623430962343095,0.9680851063829786,0.003959158157949573,0.2278481012658228,0.1530612244897959,0.1008849557522124,0.06779661016949153,0.4444444444444445,0.2222222222222222,0.1111111111111111,Low,"Food, Beverages, Specialty",0.4444444444444445,0.75,EU,0.7721518987341773,0.8991150442477878,0.5998200609024634,0.35555555555555557,0.59,0.5758201390289369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26.0,Recycled HDPE (rHDPE),0.75,0.24686192468619245,0.10638297872340427,1.0,0.189873417721519,0.7653061224489796,0.13274336283185845,0.3898305084745763,0.7777777777777777,0.7777777777777777,0.7777777777777777,High,"Household, Personal Care, Industrial",0.8888888888888888,0.125,"EU, FDA",0.8101265822784811,0.8672566371681416,0.3581480114422809,0.7666666666666667,0.7100000000000002,0.643716533821254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
27.0,Recycled PP (rPP),0.75,0.23012552301255226,0.1595744680851064,0.7499479058137112,0.20253164556962025,0.6632653061224489,0.11504424778761063,0.3389830508474576,0.7777777777777777,0.7777777777777777,0.6666666666666665,High,"Food (non-fatty), Personal Care, Caps",0.7777777777777777,0.125,"EU, FDA",0.7974683544303798,0.8849557522123894,0.333002676017348,0.7444444444444445,0.46333333333333365,0.5517818127057987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
28.0,Compostable Paper Laminated with PLA,0.625,0.1631799163179916,0.9574468085106383,0.004792665138570535,0.49367088607594944,0.6122448979591836,0.2920353982300885,0.13559322033898305,0.5555555555555556,0.6666666666666665,0.5555555555555556,Medium,"Dry Food, Bakery, Frozen",0.6666666666666665,0.5,"EU, FDA, BPI",0.5063291139240507,0.7079646017699115,0.6932269078158162,0.6055555555555555,0.6566666666666666,0.7282352574658757,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29.0,Cellulose Acetate Film (Bio-based),0.5,0.0794979079497908,0.851063829787234,0.009793707022296311,0.6202531645569621,0.3571428571428571,0.4690265486725663,0.11864406779661017,0.5555555555555556,0.4444444444444445,0.5555555555555556,Medium,"Snacks, Labels, Overwraps",0.5555555555555556,0.5,"EU, FDA",0.379746835443038,0.5309734513274337,0.4144366522100211,0.5111111111111112,0.44333333333333286,0.4419195156220003,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
30.0,Chitosan-Coated Paper,0.5,0.12133891213389121,0.9893617021276596,0.0031256511773286103,0.5443037974683544,0.5102040816326531,0.36283185840707965,0.08474576271186442,0.3333333333333333,0.6666666666666665,0.6666666666666665,Low,"Fresh Produce, Meat, Antimicrobial",0.3333333333333333,0.75,"EU, Emerging",0.4556962025316456,0.6371681415929205,0.632739688105564,0.5333333333333333,0.4100000000000003,0.5819785970447138,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31.0,Cassava Starch Bioplastic,0.375,0.06276150627615062,0.9999999999999999,0.0022921441967076474,0.4683544303797469,0.1020408163265306,0.23893805309734512,0.06779661016949153,0.2222222222222222,0.3333333333333333,0.2222222222222222,Low,"Food Trays, Films, Disposables",0.3333333333333333,0.75,"EU, BPI",0.5316455696202531,0.7610619469026548,0.4628587247393188,0.3055555555555556,0.39333333333333365,0.40003509510381313,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32.0,Banana Fiber Composite,0.625,0.14644351464435143,0.9680851063829786,0.003959158157949573,0.3417721518987342,0.3061224489795918,0.22123893805309736,0.15254237288135591,0.4444444444444445,0.4444444444444445,0.3333333333333333,Low,"Produce Trays, Protective, Dry Goods",0.4444444444444445,0.625,EU,0.6582278481012658,0.7787610619469026,0.6195441542862412,0.49444444444444446,0.47666666666666624,0.5970622931058758,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
33.0,Wheat Straw Pulp Board,0.625,0.28870292887029286,0.925531914893617,0.004792665138570535,0.21518987341772153,0.8163265306122448,0.06194690265486725,0.1864406779661017,0.5555555555555556,0.4444444444444445,0.3333333333333333,Medium,"General, Foodservice, Cartons",0.7777777777777777,0.25,"EU, FDA",0.7848101265822784,0.9380530973451328,0.932961151610224,0.5166666666666667,0.5100000000000001,0.8181884072504503,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
34.0,Corn Husk Fiber Panel,0.625,0.17991631799163177,0.9574468085106383,0.004792665138570535,0.2658227848101266,0.4081632653061224,0.20353982300884954,0.15254237288135591,0.5555555555555556,0.3333333333333333,0.3333333333333333,Low,"Electronics Cushioning, Inserts",0.4444444444444445,0.625,EU,0.7341772151898736,0.7964601769911505,0.7084525237611884,0.49444444444444446,0.47666666666666624,0.6504503421023101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
35.0,Bio-PET (Partially Bio-based PET),0.75,0.20502092050209203,0.3723404255319149,0.049802042092102525,0.44303797468354433,0.3571428571428571,0.18584070796460175,0.3898305084745763,0.7777777777777777,0.7777777777777777,0.7777777777777777,Medium,"Beverages, Food, Personal Care",0.6666666666666665,0.25,"EU, FDA",0.5569620253164558,0.8141592920353984,0.18328411922118662,0.7666666666666667,0.5133333333333334,0.47985023263533827,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36.0,PVOH Water-Soluble Film,0.25,0.03765690376569038,0.9042553191489361,0.000625130235465722,0.6708860759493671,0.2040816326530612,0.6460176991150443,0.03389830508474577,0.3333333333333333,0.2222222222222222,0.3333333333333333,Low,"Detergent Pods, Unit Dose",0.2222222222222222,0.75,"EU, FDA",0.3291139240506329,0.35398230088495586,0.3411922118667527,0.2777777777777778,0.16333333333333347,0.19452706510493067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
37.0,Paper with Bio-based Barrier Coating,0.75,0.20502092050209203,0.7978723404255319,0.014794748906022087,0.29113924050632917,0.7142857142857142,0.25663716814159293,0.15254237288135591,0.6666666666666665,0.7777777777777777,0.6666666666666665,High,"Liquids, Dairy, Juices",0.7777777777777777,0.375,"EU, FDA",0.7088607594936709,0.7433628318584071,0.7492848574328688,0.7222222222222222,0.673333333333333,0.8201815812432998,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38.0,Glassine Paper,0.5,0.12133891213389121,0.851063829787234,0.004792665138570535,0.189873417721519,0.8673469387755102,0.1504424778761062,0.13559322033898305,0.4444444444444445,0.5555555555555556,0.4444444444444445,Medium,"Bakery Wraps, Confectionery",0.6666666666666665,0.25,"EU, FDA",0.8101265822784811,0.8495575221238939,0.9231106394758694,0.48888888888888893,0.26333333333333325,0.7174329051343952,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
39.0,High-Barrier Aluminum-Laminated Paper,0.875,0.3305439330543933,0.26595744680851063,0.09981246092936029,0.5949367088607596,0.3061224489795918,0.5575221238938053,0.288135593220339,0.8888888888888888,0.8888888888888888,0.8888888888888888,Medium,"Coffee, Snacks, Pharma Blisters",0.6666666666666665,0.25,"EU, FDA",0.40506329113924056,0.4424778761061947,0.0,0.8833333333333334,0.4133333333333334,0.343307467798664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
40.0,Refillable Glass (Thickwall),1.0,1.0,0.0,1.0,0.20253164556962025,0.9999999999999999,0.20353982300884954,1.0,1.0,1.0,1.0,Medium,"Beverages, Cosmetics, Premium",0.5555555555555556,0.125,"EU, FDA",0.7974683544303798,0.7964601769911505,0.4040786195441542,1.0,0.7200000000000002,0.762828268120088,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41.0,Lightweight Returnable PET (rPET Blend),0.75,0.24686192468619245,0.2127659574468085,0.07980829339445718,0.16962025316455698,0.7142857142857142,0.11504424778761063,0.4915254237288135,0.7777777777777777,0.7777777777777777,0.7777777777777777,Medium,"Beverages, RTD, Dairy",0.6666666666666665,0.25,"EU, FDA",0.830379746835443,0.8849557522123894,0.4147826889360522,0.7666666666666667,0.613333333333333,0.6509960790515257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
42.0,Paper Honeycomb Cushioning,0.5,0.3305439330543933,0.8829787234042553,0.004792665138570535,0.13924050632911392,0.9183673469387754,0.09734513274336284,0.1864406779661017,0.4444444444444445,0.3333333333333333,0.2222222222222222,Medium,"Electronics, Furniture, Appliances",0.8888888888888888,0.25,EU,0.8607594936708861,0.9026548672566371,1.0,0.4,0.7066666666666664,0.8576704488653605,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
43.0,Molded Pulp (High-Precision),0.5,0.20502092050209203,0.925531914893617,0.0031256511773286103,0.1518987341772152,0.8673469387755102,0.07964601769911506,0.13559322033898305,0.4444444444444445,0.3333333333333333,0.2222222222222222,High,"Electronics, Food Trays, Eggs",0.8888888888888888,0.25,"EU, FDA",0.8481012658227848,0.9203539823008849,0.9949017255698069,0.4,0.6566666666666666,0.8429847999764216,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
44.0,Flexible Bio-based Multilayer Film,0.625,0.09623430962343095,0.7978723404255319,0.019795790789747865,0.5443037974683544,0.4081632653061224,0.6814159292035399,0.1864406779661017,0.6666666666666665,0.7777777777777777,0.7777777777777777,Low,"MAP Food, Snacks, Pet Food",0.4444444444444445,0.625,"EU, FDA",0.4556962025316456,0.31858407079646023,0.44684875888160913,0.6944444444444444,0.5099999999999996,0.5278066200137538,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
45.0,Coated Kraft Paper (Barrier Sack),0.75,0.49790794979079495,0.7446808510638298,0.019795790789747865,0.16455696202531647,0.7142857142857142,0.13274336283185845,0.23728813559322032,0.6666666666666665,0.5555555555555556,0.4444444444444445,High,"Bulk Ingredients, Flour, Cement",0.8888888888888888,0.125,EU,0.8354430379746836,0.8672566371681416,0.7820430008304878,0.6333333333333333,0.5599999999999998,0.7860884364042842,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
46.0,Recycled Steel Can,1.0,0.7489539748953975,0.05319148936170213,1.0,0.44303797468354433,0.9693877551020408,0.168141592920354,0.7966101694915255,1.0,0.8888888888888888,0.8888888888888888,High,"Canned Food, Beverages, Aerosols",0.7777777777777777,0.0,"EU, FDA",0.5569620253164558,0.831858407079646,0.29263172464704235,0.9555555555555557,0.7166666666666669,0.6841203971396835,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
47.0,Sugar Beet Pulp Composite,0.5,0.11297071129707112,0.9680851063829786,0.003959158157949573,0.25316455696202533,0.25510204081632654,0.168141592920354,0.11864406779661017,0.3333333333333333,0.3333333333333333,0.2222222222222222,Low,"Trays, Inserts, Disposables",0.3333333333333333,0.625,EU,0.7468354430379747,0.831858407079646,0.6406523945741441,0.37777777777777777,0.2466666666666666,0.500896446257112,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
48.0,Upcycled Textile Fiber Board,0.625,0.24686192468619245,0.6914893617021276,0.029797874557199417,0.3670886075949368,0.4081632653061224,0.2743362831858407,0.288135593220339,0.5555555555555556,0.4444444444444445,0.3333333333333333,Low,"Fashion Packaging, Shoe Boxes",0.4444444444444445,0.5,EU,0.6329113924050633,0.7256637168141593,0.470840638553105,0.5166666666666667,0.4133333333333334,0.49582813982478285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
49.0,Active Antimicrobial Bioplastic (Silver/Plant Extract),0.5,0.0794979079497908,0.851063829787234,0.009793707022296311,0.6202531645569621,0.2040816326530612,0.911504424778761,0.13559322033898305,0.6666666666666665,0.6666666666666665,0.7777777777777777,Very Low,"Meat, Ready Meals, High-Risk Food",0.2222222222222222,0.875,"EU, Research",0.379746835443038,0.08849557522123896,0.3324259481406293,0.6222222222222222,0.4599999999999998,0.3841667800722715,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50.0,Intelligent Sensor-Integrated Film (Timeâ€“Temperature),0.375,0.06276150627615062,0.6914893617021276,0.019795790789747865,0.7215189873417722,0.1530612244897959,0.9999999999999999,0.08474576271186442,0.5555555555555556,0.5555555555555556,0.6666666666666665,Very Low,"Fresh Food, Pharma, Cold Chain",0.1111111111111111,1.0,"EU, Research",0.2784810126582279,0.0,0.14037556519331906,0.5055555555555556,0.4100000000000001,0.1973038849190694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
